model,nlu_rank,nlg_rank,parameters,vocabulary_size,context,speed,commercial,merge,angry_tweets,dansk,scala_da,scandiqa_da,nordjylland_news,danske_talemaader,danish_citizen_tests,hellaswag_da,swerec,suc3,scala_sv,scandiqa_sv,swedn,mmlu_sv,hellaswag_sv,norec,norne_nb,norne_nn,scala_nb,scala_nn,norquad,no_sammendrag,mmlu_no,hellaswag_no,angry_tweets_version,dansk_version,scala_da_version,scandiqa_da_version,nordjylland_news_version,danske_talemaader_version,danish_citizen_tests_version,hellaswag_da_version,swerec_version,suc3_version,scala_sv_version,scandiqa_sv_version,swedn_version,mmlu_sv_version,hellaswag_sv_version,norec_version,norne_nb_version,norne_nn_version,scala_nb_version,scala_nn_version,norquad_version,no_sammendrag_version,mmlu_no_version,hellaswag_no_version,speed_version
"AI-Sweden-Models/tyr (few-shot, val)",3.16,3.0,7242,32,32768,6079.2,False,True,50.6,47.01,13.73,61.63,66.82,57.53,67.04,22.16,78.3,56.21,14.35,65.72,67.96,31.74,30.12,51.85,58.6,63.15,0.66,0.53,68.55,64.57,26.09,23.43,12.3.2,12.5.2,12.3.2,12.3.2,12.3.2,12.3.2,12.3.2,12.3.2,12.3.2,12.5.2,12.3.2,12.3.2,12.3.2,12.3.2,12.3.2,12.3.2,12.5.2,12.5.2,12.3.2,12.3.2,12.3.2,12.3.2,12.3.2,12.3.2,12.3.2
AI-Sweden-Models/Llama-3-8B (few-shot),3.16,2.54,8030,128,8192,4140.98,True,False,46.48,36.72,26.1,64.11,67.23,82.84,75.27,14.55,81.12,36.45,26.8,64.72,66.09,29.01,15.92,41.84,44.53,47.02,19.97,15.61,73.43,65.29,30.85,18.61,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5
Mabeck/Heidrun-Mistral-7B-base (few-shot),3.18,4.2,7242,32,32768,3822.53,True,False,39.38,40.14,21.85,63.63,67.06,60.78,61.29,16.26,79.43,48.43,17.37,62.72,63.81,31.72,15.69,48.64,50.1,54.81,10.31,1.11,65.18,62.29,27.39,11.76,11.0.0,11.0.0,11.0.0,11.0.0,12.6.1,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0
CohereForAI/aya-23-8B (few-shot),3.19,3.05,8028,256,8192,5607.73,False,False,47.16,47.08,8.41,63.96,65.03,36.64,39.24,27.29,76.21,60.04,7.54,63.65,63.0,20.97,28.96,35.73,60.94,59.61,6.18,4.0,71.95,62.45,20.14,27.5,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0
ThatsGroes/munin-SkoleGPTOpenOrca-7b-16bit (few-shot),3.19,4.78,7242,32,32768,3005.72,False,False,39.63,45.37,21.77,64.76,67.91,78.71,63.74,28.58,77.98,44.64,16.57,63.73,63.23,28.15,23.58,50.39,51.99,52.74,0.99,1.27,72.6,64.2,25.74,26.36,11.0.0,11.0.0,11.0.0,12.4.0,12.6.1,10.0.1,10.0.1,11.0.0,11.0.0,11.0.0,11.0.0,12.4.0,12.4.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,11.0.0,12.4.0,12.4.0,11.0.0,11.0.0,11.0.0
alpindale/Mistral-7B-v0.2-hf (few-shot),3.2,5.24,7242,32,32768,1841.12,True,False,45.86,43.65,15.19,64.43,66.3,53.67,54.52,20.51,78.9,48.96,10.82,64.72,64.78,34.52,20.96,44.05,50.63,52.69,11.6,9.26,68.68,63.11,28.19,13.65,12.5.1,12.5.2,12.5.1,12.5.1,12.6.1,12.5.1,12.5.1,12.5.1,12.5.1,12.5.2,12.5.1,12.5.1,12.5.1,12.5.1,12.5.1,12.5.1,12.5.2,12.5.2,12.5.1,12.5.1,12.5.1,12.5.1,12.5.1,12.5.1,12.5.2
meta-llama/Llama-2-13b-hf (few-shot),3.21,5.24,13016,32,4096,2898.43,True,False,23.01,41.28,23.5,65.52,66.28,50.3,56.24,15.43,78.45,54.52,21.55,65.01,64.59,25.51,14.97,23.75,51.12,55.35,14.0,7.61,72.68,64.56,23.6,16.55,12.10.4,12.10.5,12.10.4,12.10.5,12.10.5,12.10.4,12.10.4,12.10.4,12.10.4,12.10.5,12.10.4,12.10.5,12.10.5,12.10.4,12.10.4,12.10.4,12.10.5,12.10.5,12.10.4,12.10.4,12.10.5,12.10.5,12.10.4,12.10.4,12.10.4
bineric/NorskGPT-Mistral-7b (few-shot),3.21,5.24,7242,32,32768,2442.87,False,False,40.41,50.76,0.0,63.8,66.89,64.32,53.18,43.42,74.3,58.4,0.0,65.78,65.36,35.01,43.72,56.9,63.28,61.25,13.86,10.17,74.38,65.72,32.37,47.62,9.3.1,9.3.1,9.3.1,12.5.1,12.6.1,10.0.1,10.0.1,9.3.1,9.3.1,9.3.1,9.3.1,12.5.1,11.0.0,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,12.5.1,11.0.0,9.3.1,9.3.1,9.3.1
Twitter/twhin-bert-large,3.22,999.0,561,250,512,9706.97,True,False,39.36,66.39,7.06,38.42,,,,,63.35,74.26,16.07,41.72,,,,34.17,86.26,80.1,12.11,4.28,16.38,,,,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,12.7.0
danish-foundation-models/munin-7b-alpha (few-shot),3.22,5.24,7242,32,32768,6116.08,True,False,36.89,40.6,26.41,63.44,67.27,77.63,67.83,25.16,78.8,42.23,15.47,62.43,62.78,30.86,19.11,20.54,48.89,51.95,4.39,1.2,70.08,63.67,29.07,19.15,12.4.0,12.5.2,12.4.0,12.4.0,12.6.1,12.4.0,12.4.0,12.4.0,12.4.0,12.5.2,12.4.0,12.4.0,12.4.0,12.4.0,12.4.0,12.4.0,12.5.2,12.5.2,12.4.0,12.4.0,12.4.0,12.4.0,12.4.0,12.4.0,12.4.0
"KennethEnevoldsen/munin_mistral-7b (few-shot, val)",3.22,4.2,7242,32,32768,2543.28,False,True,47.52,46.7,8.04,64.15,67.18,70.49,66.28,25.13,77.66,52.34,6.0,64.12,65.54,31.83,20.55,56.37,51.82,62.55,6.04,-0.02,70.75,63.74,28.43,20.49,12.3.1,12.5.2,12.3.1,12.3.2,12.6.1,12.3.2,12.3.2,12.3.2,12.3.1,12.5.2,12.3.1,12.3.2,12.3.2,12.3.2,12.3.2,12.3.1,12.5.2,12.5.2,12.3.2,12.3.2,12.3.2,12.3.2,12.3.2,12.3.2,12.3.2
Addedk/mbert-swedish-distilled-cased,3.24,999.0,135,120,512,26091.07,True,False,31.16,56.36,21.08,23.61,,,,,62.1,73.41,34.86,21.09,,,,30.38,82.98,76.65,21.99,19.06,15.24,,,,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0
birgermoell/roberta-swedish-scandi,3.25,999.0,125,50,512,15384.84,True,False,33.51,49.22,12.08,28.88,,,,,69.96,68.55,52.88,32.49,,,,29.68,72.74,69.74,15.83,8.7,1.93,,,,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0
RuterNorway/Llama-2-13b-chat-norwegian (few-shot),3.25,4.2,N/A,32,4096,3254.47,False,False,43.4,43.17,11.08,63.1,67.46,52.94,41.65,17.57,74.17,50.85,7.51,63.28,65.2,23.92,17.67,41.36,58.61,60.4,6.52,3.95,65.76,65.33,23.32,22.3,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,11.0.0,11.0.0,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,12.9.0
ibm-granite/granite-3.0-2b-base (few-shot),3.27,5.24,2534,49,4097,10186.88,True,False,29.5,32.34,3.89,59.15,64.48,24.4,31.93,10.0,68.85,36.54,2.6,59.78,61.77,16.19,14.06,35.36,43.0,45.08,2.79,1.95,59.74,62.0,15.76,12.98,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0
bineric/NorskGPT-Llama-13B-v0.1 (few-shot),3.27,5.24,N/A,32,4096,2856.44,False,False,44.28,44.17,3.11,63.25,66.63,59.51,50.89,25.32,79.05,49.26,0.22,63.61,65.99,25.56,28.26,48.86,56.72,57.62,9.87,6.9,69.36,64.86,24.51,31.41,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4
google/gemma-2-2b (few-shot),3.27,5.24,2614,256,8193,5235.32,True,False,34.94,17.29,6.39,59.95,64.82,48.07,45.03,9.1,76.36,30.45,6.06,60.59,63.12,20.8,6.24,32.61,20.47,24.18,3.22,3.91,63.31,60.17,19.03,7.35,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0
danish-foundation-models/encoder-medium-v1,3.27,999.0,111,32,512,16130.05,True,False,39.91,63.42,51.01,31.49,,,,,58.7,49.62,2.23,30.8,,,,36.56,68.66,61.77,31.23,5.4,34.52,,,,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0
meta-llama/Meta-Llama-3-8B (few-shot),3.28,5.24,8030,128,8192,1046.19,True,False,51.29,46.31,25.7,65.44,65.16,56.2,61.16,24.99,79.74,60.36,28.24,65.72,64.81,35.86,26.49,49.87,61.48,61.58,21.2,19.65,74.98,63.38,33.02,24.93,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,12.6.1,14.0.2
mistralai/Ministral-8B-Instruct-2410 (few-shot),3.28,5.24,8020,131,32768,929.75,True,False,49.67,52.49,22.8,64.46,66.75,59.57,65.34,53.97,76.74,67.49,22.37,64.47,65.37,37.5,55.01,54.49,69.85,68.83,28.55,17.47,71.05,64.05,34.93,49.83,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,14.0.1
ibm-granite/granite-3.0-3b-a800m-instruct (few-shot),3.3,5.24,3374,49,4096,10246.27,True,False,31.44,37.37,5.27,55.05,63.82,18.25,19.54,2.64,68.96,40.68,4.77,56.63,60.93,13.55,5.27,32.29,44.89,48.08,7.49,4.65,47.59,59.77,11.54,3.42,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0
google/gemma-2b (few-shot),3.32,5.24,2506,256,8192,6087.12,True,False,40.21,19.97,2.27,56.27,63.07,15.04,30.63,4.9,75.45,14.67,3.82,57.35,59.72,10.98,4.24,32.89,15.53,19.78,1.18,0.0,53.15,57.65,11.27,5.1,12.1.0,12.5.2,12.1.0,12.1.0,12.6.1,12.1.0,12.1.0,12.1.0,12.1.0,12.5.2,12.1.0,12.1.0,12.1.0,12.1.0,12.1.0,12.1.0,12.5.2,12.5.2,12.1.0,12.1.0,12.1.0,12.1.0,12.1.0,12.1.0,12.1.0
TrustLLMeu/baseline-7-8b_1t-tokens_llama (few-shot),3.33,4.78,7800,100,4096,6196.57,True,False,45.67,34.25,10.62,56.92,65.67,2.31,10.57,0.64,79.18,42.87,8.65,57.58,64.66,2.37,0.17,37.79,42.77,45.69,8.77,8.47,65.11,61.05,-1.34,-0.94,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0
dbmdz/bert-base-historic-multilingual-cased,3.33,999.0,111,32,512,20046.97,True,False,24.17,47.61,8.14,30.51,,,,,64.25,68.83,28.62,34.26,,,,25.68,68.63,67.7,6.73,3.35,34.64,,,,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,12.8.0
DDSC/roberta-base-danish,3.34,999.0,125,50,512,15003.66,True,False,43.9,63.84,17.16,31.5,,,,,64.02,65.95,0.8,33.13,,,,32.29,76.14,72.88,0.45,-0.08,36.47,,,,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0
Maltehb/aelaectra-danish-electra-small-cased,3.34,999.0,14,32,128,4592.9,True,False,32.72,63.31,67.74,0.0,,,,,55.68,57.82,19.26,0.0,,,,29.0,71.85,67.14,33.57,21.79,0.05,,,,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,12.4.0
mistralai/Mistral-Nemo-Instruct-2407 (few-shot),3.35,5.24,12248,131,1024001,7094.98,True,False,48.97,53.95,31.78,65.53,66.24,67.09,72.87,42.77,70.54,62.86,37.5,65.98,65.93,40.58,42.99,60.64,70.14,68.74,35.59,29.22,76.01,64.61,39.07,37.95,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0
bineric/NorskGPT-Llama-7B-v0.1 (few-shot),3.36,5.24,6738,32,4096,5384.08,False,False,47.73,41.63,0.0,61.7,66.02,47.16,38.28,22.27,60.91,53.95,0.32,63.41,63.73,20.96,25.76,50.94,56.18,56.96,8.19,5.55,69.72,64.21,21.27,26.81,12.3.2,12.5.2,12.3.2,12.3.2,12.6.1,12.3.2,12.3.2,12.3.2,12.3.2,12.5.2,12.3.2,12.3.2,12.3.2,12.3.2,12.3.2,12.3.2,12.5.2,12.5.2,12.3.2,12.3.2,12.3.2,12.3.2,12.3.2,12.3.2,12.3.2
meta-llama/Llama-3.2-1B-Instruct (few-shot),3.36,5.24,1236,128,131073,7435.78,False,False,36.94,35.45,1.12,53.34,61.33,27.14,18.57,3.16,71.86,41.6,3.72,52.9,56.69,14.64,3.1,27.43,44.66,47.78,0.07,1.14,39.37,57.67,11.67,3.53,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0
mistralai/Mistral-7B-v0.1 (few-shot),3.36,5.24,7242,32,32768,2657.24,True,False,43.16,45.42,8.79,64.55,66.47,53.26,58.26,18.53,80.0,53.34,4.61,64.65,64.87,35.52,19.67,47.25,52.0,55.12,8.66,6.8,70.86,63.49,27.78,10.88,0.0.0,0.0.0,0.0.0,12.5.1,12.6.1,10.0.1,10.0.1,9.1.2,0.0.0,0.0.0,0.0.0,12.5.1,11.0.0,9.1.2,9.1.2,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,12.5.1,11.0.0,9.1.2,9.1.2,9.1.2
mistralai/Mistral-7B-v0.3 (few-shot),3.36,5.24,7248,33,32768,4120.34,True,False,45.92,43.6,15.43,64.43,66.33,53.81,61.06,20.64,79.08,49.18,11.06,64.79,64.79,34.51,20.84,44.61,50.56,52.65,12.1,9.3,68.61,63.13,28.31,13.59,12.10.4,12.10.4,12.10.4,12.10.4,12.10.5,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.5,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.5,12.10.4,12.10.4,12.10.4
mhenrichsen/hestenettetLM (few-shot),3.36,5.24,7242,32,32768,5159.7,True,False,42.61,44.9,8.65,64.7,66.48,52.83,57.96,18.11,79.7,53.0,4.32,64.74,64.89,35.48,20.54,48.23,52.52,55.6,8.53,6.65,70.96,63.53,27.67,14.2,12.3.2,12.5.2,12.3.2,12.3.2,12.6.1,12.3.2,12.3.2,12.3.2,12.3.2,12.5.2,12.3.2,12.3.2,12.3.2,12.3.2,12.3.2,12.3.2,12.5.2,12.5.2,12.3.2,12.3.2,12.3.2,12.3.2,12.3.2,12.3.2,12.3.2
Maltehb/danish-bert-botxo,3.37,999.0,111,32,512,16091.06,True,False,43.79,66.71,45.96,32.91,,,,,57.42,50.29,4.94,30.28,,,,40.65,72.62,58.73,29.47,12.95,2.56,,,,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0
google/gemma-7b-it (few-shot),3.38,5.24,8538,256,8192,1792.03,False,False,29.21,43.83,12.96,56.52,65.36,41.3,31.26,15.02,28.63,59.26,11.43,53.24,63.88,17.95,13.55,28.14,59.77,60.98,14.01,10.15,74.34,60.86,19.07,16.52,12.7.0,12.7.0,12.7.0,12.7.0,12.7.0,12.7.0,12.7.0,12.7.0,12.7.0,12.7.0,12.7.0,12.7.0,12.10.0,12.10.0,12.10.0,12.10.0,12.10.0,12.10.0,12.10.0,12.10.0,12.10.0,12.10.0,12.10.0,12.10.0,12.7.0
AI-Sweden-Models/gpt-sw3-20b (few-shot),3.39,3.16,20918,64,2048,1875.24,True,False,30.23,27.41,11.34,59.56,64.47,11.04,22.71,3.03,79.2,31.86,12.26,60.28,64.14,3.15,2.77,34.5,30.82,39.56,15.17,12.46,66.15,63.1,4.51,5.27,12.10.0,9.3.1,9.3.1,9.3.1,9.3.1,12.9.0,12.9.0,9.3.1,12.10.0,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,12.10.0,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,9.3.1,12.9.0
ibm-granite/granite-3b-code-instruct-2k (few-shot),3.39,5.24,3483,49,2048,9058.91,True,False,31.54,37.21,6.3,51.51,61.56,17.92,10.79,1.7,65.67,50.1,4.55,49.35,45.16,7.58,3.79,26.21,53.78,55.14,3.9,2.42,45.77,57.11,10.36,5.85,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0
ltg/norbert3-xs,3.39,999.0,15,50,508,14208.46,True,False,39.16,59.94,2.16,28.57,,,,,59.27,67.53,2.83,27.79,,,,49.92,87.63,80.19,7.93,5.06,34.67,,,,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0
meta-llama/Llama-3.2-1B (few-shot),3.4,5.24,1236,128,131073,7577.45,True,False,35.97,19.82,2.14,51.92,58.65,2.65,9.51,-0.88,74.33,29.89,1.06,52.7,52.06,0.93,0.09,29.5,30.54,31.34,-0.13,0.02,34.02,53.31,2.49,2.53,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0
01-ai/Yi-1.5-6B (few-shot),3.4,2.52,6061,64,4097,2867.41,True,False,12.73,35.21,4.75,61.53,64.28,46.17,36.46,18.01,70.71,45.55,4.83,61.21,63.18,26.05,27.09,27.86,46.02,48.72,2.41,2.5,67.06,60.92,23.93,22.39,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0,13.0.0
LumiOpen/Viking-33B@1000B (few-shot),3.4,4.2,33119,131,4099,2079.9,True,False,45.05,34.22,9.4,60.33,62.78,0.43,4.81,1.77,77.68,42.35,8.08,60.34,58.3,1.73,-0.32,40.79,40.4,44.45,5.91,2.98,59.72,56.55,1.16,-0.29,12.9.0,12.9.0,12.9.0,12.9.0,12.9.0,12.9.0,12.9.0,12.9.0,12.9.0,12.9.0,12.9.0,12.9.0,12.9.0,12.9.0,12.9.0,12.9.0,12.9.0,12.9.0,12.9.0,12.9.0,12.9.0,12.9.0,12.9.0,12.9.0,12.9.0
emillykkejensen/Phi-3-mini-4k-instruct-dansk (few-shot),3.41,5.24,3821,32,4096,1360.1,False,False,44.93,39.96,4.01,60.67,65.29,35.28,41.62,11.81,68.43,47.81,3.63,58.8,56.14,23.29,12.06,42.27,56.41,53.95,0.0,0.21,53.48,60.58,18.57,13.36,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4,12.10.4
jhu-clsp/bernice,3.41,999.0,278,250,128,5566.94,True,False,47.2,61.98,40.52,15.93,,,,,70.91,71.34,53.52,18.47,,,,39.63,84.11,77.82,45.75,33.74,7.65,,,,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0
jonfd/electra-small-nordic,3.41,999.0,22,96,128,5989.23,True,False,34.43,65.4,67.27,7.09,,,,,66.42,71.07,69.19,13.02,,,,40.15,84.95,79.57,72.87,63.77,19.7,,,,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0
allenai/OLMo-1.7-7B-hf (few-shot),3.42,5.24,6888,50,4096,3371.43,True,False,31.57,33.8,2.76,59.5,64.19,17.75,28.24,4.5,76.6,41.25,6.37,61.35,62.9,16.18,8.52,36.68,42.78,42.85,2.39,1.91,62.28,59.58,13.41,7.83,12.10.4,12.10.5,12.10.4,12.10.5,12.10.5,12.10.4,12.10.4,12.10.4,12.10.4,12.10.5,12.10.4,12.10.5,12.10.5,12.10.4,12.10.4,12.10.4,12.10.5,12.10.5,12.10.4,12.10.4,12.10.5,12.10.5,12.10.4,12.10.4,12.10.4
AI-Sweden-Models/gpt-sw3-40b (few-shot),3.42,3.02,39927,64,2048,408.99,True,False,47.81,26.57,11.13,60.13,66.21,33.48,29.86,6.67,80.44,32.0,10.73,60.53,65.16,8.35,5.74,31.05,24.07,26.67,10.8,8.89,71.66,61.58,6.67,6.25,12.9.0,12.9.0,12.9.0,12.9.0,12.9.0,12.9.1,12.9.1,12.9.1,12.9.0,12.9.0,12.9.0,12.9.0,12.9.1,12.9.1,12.9.1,12.9.0,12.9.0,12.9.0,12.9.0,12.9.0,12.9.0,12.9.1,12.9.1,12.9.1,12.9.1
dbmdz/bert-medium-historic-multilingual-cased,3.42,999.0,42,32,512,24291.12,True,False,27.93,49.88,5.42,28.62,,,,,59.66,66.11,26.28,30.54,,,,26.33,69.65,66.78,6.62,5.16,27.15,,,,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0,0.0.0
ibm-granite/granite-7b-base (few-shot),3.42,5.24,6738,32,2048,4405.37,True,False,31.65,24.93,0.06,57.0,62.67,16.13,24.21,1.27,72.0,33.34,0.25,57.96,52.86,11.71,0.81,16.98,32.21,36.62,1.57,0.97,44.62,55.91,8.41,2.47,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.8,12.10.8,12.10.8,12.10.5,12.10.5,12.10.5,12.10.5,12.10.8,12.10.8,12.10.8,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.5,12.10.8,12.10.8,12.10.8
